,npi,total_claim_count,bene_count,opioid_claim_count,opioid_day_supply,opioid_bene_count,opioid_prescriber_rate,credential_md,credential_rn,credential_phd,credential_dds,credential_pa,credential_mba,clusters
104,1063442051,11228,741,8424,244347,711,75.03,1,0,0,0,0,0,0
105,1487818167,11661,1558,8415,251815,1536,72.16,0,0,0,0,1,0,-1
106,1891915047,11280,999,8415,241157,968,74.6,0,0,0,0,0,0,0
107,1790758183,13284,864,8409,249646,818,63.3,0,0,0,0,1,0,1
108,1043246499,11263,963,8396,233631,924,74.54,0,0,0,0,0,0,0
109,1710942206,11254,1405,8384,228809,1344,74.5,1,0,0,0,0,0,0
110,1457356263,13175,885,8343,253502,829,63.32,1,0,0,0,0,0,0
111,1790942571,17110,1038,8338,236297,704,48.73,1,0,0,0,0,0,0
112,1518129733,11925,1609,8333,233316,1535,69.88,1,0,0,0,0,0,0
113,1588812762,14912,1108,8299,237149,976,55.65,1,0,1,0,0,0,-1
114,1962405035,10877,1753,8275,247778,1615,76.08,1,0,0,0,0,0,0
115,1427192434,9856,1388,8256,241150,1362,83.77,1,0,0,0,0,0,0
116,1962661488,12459,2384,8220,244245,2244,65.98,1,0,0,0,0,0,0
117,1790096980,11456,1973,8211,235230,1788,71.67,1,0,0,0,0,0,0
118,1689785073,15500,633,8186,237469,616,52.81,1,0,0,0,0,0,0
119,1699760264,13194,1297,8165,237741,1076,61.88,1,0,0,0,0,0,0
120,1437195120,10525,1387,8145,242489,1318,77.39,1,0,0,0,0,0,0
121,1891841581,12670,1352,8142,226203,1182,64.26,0,0,0,0,0,0,0
122,1528149820,14057,1852,8124,239565,1689,57.79,1,0,0,0,0,0,0
123,1437348711,12122,1208,8118,233804,1133,66.97,1,0,0,0,0,0,0
124,1730178799,14259,1367,8117,243786,1310,56.93,1,0,0,0,0,0,0
125,1275586042,13418,951,8114,246249,815,60.47,0,0,0,0,0,0,0
126,1215937073,16292,809,8111,227369,778,49.79,1,0,0,0,0,0,0
127,1578669933,12554,873,8039,237746,835,64.04,1,0,0,0,0,0,0
128,1881702041,15452,1133,8022,232687,1026,51.92,1,0,0,0,0,0,0
129,1538121553,13890,1534,8000,231467,1368,57.6,1,0,0,0,0,0,0
130,1952383887,12043,601,7999,240550,497,66.42,1,0,0,0,0,0,0
131,1003852625,11003,524,7984,226767,512,72.56,1,0,0,0,0,0,0
132,1417017799,10971,1263,7953,237063,1210,72.49,1,0,0,0,0,0,0
133,1922073014,11246,1227,7948,233354,1128,70.67,1,0,0,0,0,0,0
134,1801815444,12908,595,7935,235935,575,61.47,1,0,0,0,0,0,0
135,1497882583,11680,1002,7854,215122,943,67.24,1,0,0,0,0,0,0
136,1669475356,11169,1156,7841,236824,989,70.2,1,0,0,0,0,0,0
137,1447249289,11805,746,7839,230833,700,66.4,1,0,0,0,0,0,0
138,1265525497,10055,552,7811,234066,538,77.68,0,0,0,0,1,0,1
139,1073807509,13653,1305,7798,229120,1021,57.12,1,0,0,0,0,0,0
140,1366456162,11501,1366,7797,211038,1277,67.79,1,0,0,0,0,0,0
141,1144264904,9967,646,7768,218800,587,77.94,0,0,0,0,0,0,0
142,1073747150,13243,826,7713,225368,766,58.24,1,0,0,0,0,0,0
143,1760418131,12985,1105,7707,223661,1023,59.35,1,0,0,0,0,0,0
144,1548212954,10791,786,7616,241291,750,70.58,1,0,0,0,0,0,0
145,1669558136,11367,1510,7611,225137,1411,66.96,1,0,0,0,0,0,0
146,1770563645,11791,562,7607,205001,508,64.52,1,0,0,0,0,0,0
147,1497791669,9505,726,7604,195012,718,80.0,1,0,0,0,0,0,0
148,1891799821,10657,464,7545,211111,442,70.8,1,0,0,0,0,0,0
149,1932106895,16549,624,7544,220969,584,45.59,1,0,0,0,0,0,0
150,1952413015,12320,1106,7517,220318,1068,61.01,1,0,0,0,0,0,0
151,1043241987,12984,1380,7509,219867,1233,57.83,1,0,0,0,0,0,0
152,1316944192,12288,1092,7499,220055,1008,61.03,1,0,0,0,0,0,0
153,1528022050,11985,751,7499,220211,680,62.57,1,0,0,0,0,0,0
154,1902848120,18251,937,7462,222994,696,40.89,1,0,0,0,0,0,0
155,1194778852,8646,629,7455,222556,609,86.22,0,0,0,0,0,0,0
156,1548235674,11960,831,7455,220525,800,62.33,1,0,0,0,0,0,0
157,1750331542,11520,607,7453,222714,576,64.7,1,0,0,0,0,0,0
158,1033198650,10081,817,7448,220670,738,73.88,1,0,0,0,0,0,0
159,1609191212,10750,1514,7438,221340,1398,69.19,1,1,1,1,1,1,-1
160,1992090138,10264,1460,7417,198712,1384,72.26,1,0,0,0,0,0,0
161,1417167784,11273,1262,7415,218147,1028,65.78,0,0,0,0,0,0,0
162,1396772737,12870,881,7413,211776,855,57.6,1,0,0,0,0,0,0
163,1811976715,9981,997,7371,214812,932,73.85,1,0,0,0,0,0,0
164,1245208206,10936,774,7365,198228,711,67.35,1,0,0,0,0,0,0
165,1649277005,12022,512,7351,209922,454,61.15,1,0,0,0,0,0,0
166,1871534024,11012,625,7341,205883,583,66.66,0,0,0,0,0,0,0
167,1063583268,11422,2336,7331,217500,2179,64.18,1,0,0,0,0,0,0
168,1861669517,8769,746,7309,213021,724,83.35,1,0,0,0,0,0,0
169,1801935895,8617,1440,7304,204126,1340,84.76,1,0,0,0,0,0,0
170,1447608211,10391,955,7302,218117,933,70.27,0,0,0,0,0,0,0
171,1043303373,9642,1099,7301,215866,1032,75.72,1,0,0,0,0,0,0
172,1619978236,10585,1284,7277,218506,1033,68.75,1,0,0,0,0,0,0
173,1376506022,10393,818,7275,210373,764,70.0,1,0,0,0,0,0,0
174,1366480543,9147,822,7252,207223,778,79.28,1,0,0,0,0,0,0
175,1861435869,9316,718,7222,211289,691,77.52,0,0,0,0,0,0,0
176,1124074661,13486,592,7209,212711,577,53.46,1,0,0,0,0,0,0
177,1619142718,10839,784,7203,215029,758,66.45,1,0,0,0,0,0,0
178,1013912856,21204,1312,7161,209819,908,33.77,1,0,0,0,0,0,0
179,1982671954,9218,1165,7159,214904,1066,77.66,1,0,0,0,0,0,0
180,1215940564,9934,972,7152,211043,908,72.0,1,0,0,0,0,0,0
181,1295732055,10557,1239,7128,207252,1134,67.52,0,0,0,0,0,0,0
182,1285635698,11344,644,7121,194791,635,62.77,1,0,0,0,0,0,0
183,1811977135,10088,676,7093,190674,641,70.31,1,0,0,0,0,0,0
184,1417915596,14235,669,7090,214494,603,49.81,1,0,0,0,0,0,0
185,1740261296,10760,693,7085,208762,630,65.85,1,0,0,0,0,0,0
186,1629015003,11201,874,7073,213199,699,63.15,1,0,0,0,0,0,0
187,1013917459,10516,929,7057,207247,867,67.11,1,0,0,0,0,0,0
188,1821050618,9439,706,7013,195408,646,74.3,1,0,0,0,0,0,0
189,1992761910,11664,1341,6993,200754,1289,59.95,1,0,0,0,0,0,0
190,1780851543,9374,1000,6992,201767,814,74.59,1,0,0,0,0,0,0
191,1811121924,9409,997,6971,204613,894,74.09,0,0,0,0,0,0,0
192,1326019712,11936,660,6951,185440,453,58.24,1,0,0,0,0,0,0
193,1700844321,8885,1114,6939,207277,1062,78.1,1,0,0,0,0,0,0
194,1417937012,11766,884,6927,196636,788,58.87,1,0,0,0,0,0,0
195,1013903095,9918,956,6911,207042,835,69.68,1,0,0,0,0,0,0
196,1619950417,21333,417,6904,63759,200,32.36,0,0,0,0,0,0,0
197,1396726816,10099,974,6894,186503,905,68.26,1,0,0,0,0,0,0
198,1881684454,10040,792,6889,188060,665,68.62,1,0,0,0,0,0,0
199,1326299751,10211,1556,6879,191531,1407,67.37,0,0,0,0,1,0,-1
200,1750335188,12288,1113,6868,202315,971,55.89,1,0,0,0,0,0,0
201,1578594586,10548,1467,6867,202900,1425,65.1,1,0,0,0,0,0,0
202,1427011006,9975,717,6860,203478,668,68.77,1,0,0,0,0,0,0
203,1659368793,9279,1020,6845,203887,879,73.77,1,0,0,0,0,0,0
204,1962415943,12137,801,6836,198428,754,56.32,1,0,0,0,0,0,0
205,1093936049,14149,648,6824,199182,635,48.23,1,0,0,0,0,0,0
206,1982823225,9274,1041,6824,203719,964,73.58,1,0,0,0,0,0,0
207,1194787838,15413,909,6822,194752,791,44.26,1,0,0,0,0,0,0
208,1053349985,10180,1076,6817,200877,989,66.96,1,0,0,0,0,0,0
209,1588760268,10841,765,6791,201886,740,62.64,0,0,0,0,0,0,0
210,1912030404,11524,729,6784,192161,709,58.87,1,0,0,0,0,0,0
211,1528061603,10609,805,6783,194311,722,63.94,0,0,0,0,0,0,0
212,1225089402,9754,408,6779,178725,396,69.5,1,0,0,0,0,0,0
213,1235245341,10828,835,6778,198881,731,62.6,1,0,0,0,0,0,0
214,1649217076,11597,1566,6777,196370,1517,58.44,1,0,0,0,0,0,0
215,1902987431,16000,751,6776,198152,709,42.35,1,0,0,0,0,0,0
216,1184745465,9620,775,6773,197580,694,70.41,1,0,0,0,0,0,0
217,1245235456,8743,649,6768,201616,636,77.41,1,0,0,0,0,0,0
218,1780665828,11885,641,6767,202109,584,56.94,1,0,0,0,0,0,0
219,1598742405,8508,757,6760,199454,715,79.45,0,0,0,0,0,0,0
220,1174587380,9319,521,6757,199331,506,72.51,1,0,0,0,0,0,0
221,1699971465,10071,796,6731,190244,693,66.84,1,0,0,0,0,0,0
222,1275622821,8993,1020,6707,198474,982,74.58,1,0,0,0,0,0,0
223,1518006725,8690,583,6700,198566,579,77.1,1,0,0,0,0,0,0
224,1568428589,14583,598,6698,199735,567,45.93,1,0,0,0,0,0,0
225,1053392571,12977,506,6686,199632,462,51.52,1,0,0,0,0,0,0
226,1831143312,10466,751,6648,195832,700,63.52,1,0,0,0,0,0,0
227,1992708820,8557,716,6609,195254,677,77.24,1,0,0,0,0,0,0
228,1255455044,8777,708,6566,195500,677,74.81,1,0,0,0,0,0,0
229,1184660029,10654,515,6559,185091,475,61.56,1,0,0,0,0,0,0
230,1710984679,13539,845,6550,196934,649,48.38,1,0,0,0,0,0,0
231,1013924232,10998,586,6549,195460,553,59.55,0,0,0,0,0,0,0
232,1104861020,9371,967,6525,194660,930,69.63,1,0,0,0,0,0,0
233,1619170453,8575,1093,6522,187606,1046,76.06,1,0,0,0,0,0,0
234,1144385121,9051,910,6514,193468,824,71.97,1,0,0,0,1,0,1
235,1013068881,8538,536,6497,195217,498,76.1,1,0,0,0,0,0,0
236,1124089354,12053,469,6480,188734,441,53.76,1,0,0,0,0,0,0
237,1851582795,8627,656,6475,191018,632,75.06,1,0,0,0,0,0,0
238,1912940677,9898,403,6473,188314,384,65.4,1,0,0,0,0,0,0
239,1326031048,11088,748,6472,203337,613,58.37,0,0,0,0,1,0,1
240,1033509088,8860,1369,6455,182294,1282,72.86,0,0,0,0,1,0,-1
241,1134414386,9966,859,6447,188463,788,64.69,0,0,0,0,0,0,0
242,1619965159,11481,815,6410,191992,673,55.83,0,0,0,0,0,0,0
243,1245271568,12151,1411,6392,184000,948,52.6,1,0,0,0,0,0,0
244,1134175409,20467,740,6388,183305,627,31.21,1,0,0,0,0,0,0
245,1508949827,8836,475,6377,187362,457,72.17,1,0,0,0,0,0,0
246,1902884455,11800,592,6377,186845,554,54.04,1,0,0,0,0,0,0
247,1518946482,7780,729,6372,190284,697,81.9,1,0,0,0,0,0,0
248,1720074610,8709,710,6372,176474,618,73.17,1,0,0,0,0,0,0
249,1235320151,12160,659,6348,173122,632,52.2,1,0,0,0,0,0,0
250,1457306052,10608,650,6333,195136,597,59.7,1,1,1,1,1,1,2
251,1083691554,12475,630,6324,181375,536,50.69,1,0,0,0,0,0,0
252,1154571446,8625,1321,6323,177887,1237,73.31,0,0,0,0,1,0,1
253,1528030038,7602,176,6315,71819,166,83.07,0,0,0,0,1,0,1
254,1013974450,7508,1301,6307,186901,1214,84.0,1,0,0,0,0,0,0
255,1609866144,9389,1384,6286,187224,1328,66.95,1,0,0,0,0,0,0
256,1659484327,8600,1289,6256,178188,1224,72.74,1,0,0,0,0,0,0
257,1144227596,9365,525,6250,177728,485,66.74,0,0,0,0,0,0,0
258,1811015845,10731,1152,6236,181351,1043,58.11,0,0,0,0,0,0,0
259,1588628721,7749,664,6220,185758,630,80.27,0,0,0,0,1,0,1
260,1043278930,11189,736,6219,190916,684,55.58,1,0,0,0,0,0,0
261,1780635813,12405,557,6213,172809,544,50.08,1,0,0,0,0,0,0
262,1891883765,8085,749,6194,183682,676,76.61,0,0,0,0,0,0,0
263,1992966048,9626,556,6172,181773,523,64.12,1,0,0,0,0,0,0
264,1780990671,10433,658,6160,171797,622,59.04,1,0,0,0,0,0,0
265,1104852342,6938,601,6139,167384,585,88.48,1,0,0,0,0,0,0
266,1346235355,9395,557,6138,169768,543,65.33,1,0,0,0,0,0,0
267,1194928283,9468,1116,6105,170753,1048,64.48,1,0,0,0,0,0,0
268,1164464194,9892,638,6101,173368,611,61.68,1,0,0,0,0,0,0
269,1699770065,13266,844,6100,169230,800,45.98,1,0,0,0,0,0,0
270,1033196761,8822,625,6078,177869,594,68.9,1,0,0,0,0,0,0
271,1538491360,9497,925,6070,171088,894,63.91,1,0,0,0,0,0,0
272,1568439701,8300,562,6051,179876,526,72.9,1,0,0,0,0,0,0
273,1588663595,10957,769,6048,178563,659,55.2,1,0,0,0,0,0,0
274,1528092947,8876,456,6040,179156,436,68.05,1,0,0,0,0,0,0
275,1699756361,8594,592,6026,177204,555,70.12,1,0,0,0,0,0,0
276,1760646392,10550,582,6009,161803,501,56.96,1,0,0,0,0,0,0
277,1114139854,10899,812,5998,173697,648,55.03,1,0,0,0,0,0,0
278,1477751089,8291,597,5981,177033,564,72.14,1,0,0,0,0,0,0
279,1003249566,9410,588,5966,176192,474,63.4,1,0,0,0,0,0,0
280,1568422269,7028,713,5959,174739,670,84.79,1,0,0,0,0,0,0
281,1114938586,8853,645,5943,175434,594,67.13,1,0,0,0,0,0,0
282,1528257524,7984,1248,5943,168642,1114,74.44,1,0,0,0,0,0,0
283,1255350831,8402,986,5936,166426,931,70.65,1,0,0,0,0,0,0
284,1861572653,7549,747,5935,155102,710,78.62,1,0,0,0,0,0,0
285,1649209842,7900,1031,5933,176941,953,75.1,1,0,0,0,0,0,0
286,1407819964,9057,699,5924,169331,619,65.41,0,0,0,0,1,0,1
287,1932180759,8346,704,5907,156119,591,70.78,1,0,0,0,0,0,0
288,1396744660,8696,676,5900,171493,607,67.85,1,0,0,0,0,0,0
289,1972868503,8327,1072,5887,173182,971,70.7,0,0,0,0,1,0,1
290,1477565208,6710,577,5886,175095,498,87.72,1,0,0,0,0,0,0
291,1003914953,12273,954,5880,161228,906,47.91,1,0,0,0,0,0,0
292,1467445403,8706,982,5874,175998,940,67.47,0,0,0,0,0,0,0
293,1174517676,7134,955,5869,177602,834,82.27,1,0,0,0,0,0,0
294,1891937934,8619,956,5868,172113,913,68.08,1,1,1,1,1,1,-1
295,1063704823,10780,1325,5855,169848,1205,54.31,1,0,0,0,0,0,0
296,1396732657,9685,713,5851,152411,687,60.41,1,0,0,0,0,0,0
297,1013127893,9720,920,5829,171463,834,59.97,1,0,0,0,0,0,0
298,1306954227,10093,783,5826,173126,719,57.72,1,0,0,0,0,0,0
299,1548295165,11726,1049,5808,159948,880,49.53,1,0,0,0,0,0,0
300,1629143979,9166,698,5808,170866,566,63.36,1,0,0,0,0,0,0
301,1306025630,8716,547,5793,161191,535,66.46,1,0,0,0,0,0,0
302,1316130743,8066,759,5793,169264,721,71.82,1,0,0,0,0,0,0
303,1265802748,8041,640,5790,171500,619,72.01,1,0,0,0,0,0,0
304,1871770081,9990,541,5789,173198,518,57.95,0,0,0,0,1,0,1
305,1538143409,7182,769,5779,163488,688,80.47,1,0,0,0,0,0,0
306,1629066329,8790,777,5774,171711,736,65.69,1,0,0,0,0,0,0
307,1912942400,7589,688,5770,172603,663,76.03,1,0,0,0,0,0,0
308,1083775670,7456,1076,5755,171222,1031,77.19,1,0,0,0,0,0,0
309,1154506376,9020,514,5739,170361,492,63.63,1,0,0,0,0,0,0
310,1538102611,8924,803,5730,164999,767,64.21,1,0,0,0,0,0,0
311,1538428230,7990,681,5728,169430,656,71.69,0,0,0,0,0,0,0
312,1184832362,9160,838,5720,171032,811,62.45,1,0,0,0,0,0,0
313,1437374683,13148,727,5713,145569,584,43.45,1,0,0,0,0,0,0
314,1073603239,117291,1458,5711,134329,710,4.87,1,0,0,0,0,0,-1
315,1679770036,8233,1337,5703,170036,1265,69.27,1,0,0,0,0,0,0
316,1104921949,8818,709,5689,134580,558,64.52,0,0,0,0,0,0,0
317,1962638452,8746,574,5689,156168,495,65.05,0,0,0,0,0,0,0
318,1477558005,11101,1207,5685,167601,1057,51.21,1,0,0,0,0,0,0
319,1053405951,7010,549,5671,176761,539,80.9,1,0,0,0,0,0,0
320,1194816066,7941,443,5671,169996,405,71.41,0,1,0,0,0,0,3
321,1750435889,7583,1141,5648,166844,1034,74.48,1,1,1,1,1,1,-1
322,1346275260,10528,873,5646,155658,744,53.63,1,0,0,0,0,0,0
323,1962406793,9301,1091,5632,166574,933,60.55,1,0,0,0,0,0,0
324,1477557239,6534,1461,5621,160251,1421,86.03,0,0,0,0,0,0,0
325,1740263011,10389,600,5615,162633,527,54.05,1,0,0,0,0,0,0
326,1902905581,10097,714,5608,165254,640,55.54,1,0,0,0,0,0,0
327,1710908496,8064,1289,5603,160763,1204,69.48,1,0,0,0,0,0,0
328,1376821561,8334,802,5601,165692,744,67.21,0,0,0,0,0,0,0
329,1861553216,9706,1332,5599,165091,1182,57.69,1,0,0,0,0,0,0
330,1578643383,7638,929,5589,164591,892,73.17,1,0,0,0,0,0,0
331,1487738928,6965,658,5585,164785,624,80.19,1,0,0,0,0,0,0
332,1194722512,7954,748,5582,161916,707,70.18,1,0,0,0,0,0,0
333,1497726053,6742,817,5568,163849,776,82.59,0,0,0,0,0,0,0
334,1255535811,9765,836,5561,154131,787,56.95,1,0,0,0,0,0,0
335,1275538373,9477,1096,5560,161385,720,58.67,1,0,0,0,0,0,0
336,1801814165,8143,866,5557,165805,761,68.24,1,0,0,0,0,0,0
337,1558511410,7820,608,5554,165212,576,71.02,0,0,0,0,1,0,1
338,1205812666,7978,1247,5544,162790,1119,69.49,0,0,0,0,1,0,1
339,1952304933,9119,734,5527,163387,650,60.61,1,0,0,0,0,0,0
340,1134102973,11436,991,5516,161655,550,48.23,1,0,0,0,0,0,0
341,1922259928,8058,1354,5503,161161,1226,68.29,1,0,0,0,0,0,0
342,1801109400,8262,577,5494,159570,560,66.5,0,0,0,0,1,0,1
343,1053347823,9020,772,5491,160345,724,60.88,1,0,0,0,0,0,0
344,1134161292,7216,626,5491,159883,591,76.09,1,0,0,0,0,0,0
345,1366494700,8847,1037,5491,162227,954,62.07,1,0,0,0,0,0,0
346,1275560419,7111,585,5482,161875,560,77.09,1,0,0,0,0,0,0
347,1134236763,7545,901,5466,155033,844,72.45,1,0,0,0,0,0,0
348,1366774622,7940,374,5462,163501,365,68.79,0,0,0,0,0,0,0
349,1255667812,7336,1087,5460,153659,992,74.43,1,0,0,0,0,0,0
350,1609879527,9016,969,5452,162526,920,60.47,1,0,0,0,0,0,0
351,1619958790,9546,1253,5450,149663,1170,57.09,1,0,0,0,0,0,0
352,1851433379,6481,458,5444,158061,448,84.0,1,0,0,0,0,0,0
353,1346336856,6739,488,5438,161430,452,80.69,0,0,0,0,0,0,0
354,1497953749,8886,587,5427,155935,526,61.07,1,0,0,0,0,0,0
